model_mode,num_clips,mean_future_mse,mean_future_mae,mean_future_psnr,mean_future_global_ssim,mean_context_mse,mean_context_psnr,mean_generated_future_laplacian_sharpness,mean_sharpness_ratio_generated_over_reference,mean_fft_high_frequency_energy_ratio_generated_over_reference,mean_motion_ratio_generated_over_reference,mean_low_frequency_motion_ratio_generated_over_reference,mean_temporal_delta_error_mae,mean_low_frequency_temporal_delta_error_mae,mean_boundary_mae_ratio_generated_over_reference,mean_copy_leakage_ratio_min_context_over_future,method_key,checkpoint_step,future_fvd_style,rank,source_table,method_label,fvd_future,fvd_backend,fvd_num_videos,fvd_num_frames,fvd_size
v4_main_text_r32_step007000,5,2305.9250762939455,26.45040645599365,17.264698027366,0.7012603017467631,53.798783493041995,31.489077184654445,81.27878170013427,0.3592446040092061,0.9878670467138292,0.7151948414193148,0.7097650921119223,9.29792103767395,9.290709924697875,0.615961426573514,1.084306794162848,v4_main_text_r32,7000,83.15364290414968,,b200_rank_capacity,,,,,,
v4_main_text_r32_step007992,5,2313.1266235351563,26.418971252441406,17.256624010778587,0.6996636400082232,53.84907112121582,31.483404207392937,81.9672966003418,0.3611656503097385,0.9764184478605253,0.7174391515714109,0.7131342969555633,9.32847490310669,9.33748197555542,0.6159701248949585,1.080497113964776,v4_main_text_r32,7992,87.42714447984667,,b200_rank_capacity,,,,,,
v4_main_text_r64_step000000,5,2334.9787200927735,26.629851245880126,17.20088476425145,0.6980740463322398,53.928121948242186,31.478515077219317,84.28390579223633,0.3713877331706159,0.9876728105690088,0.7270184581462379,0.7218768544838321,9.373269987106323,9.375518417358398,0.5957765235023181,1.0783300651334904,v4_main_text_r64,0,89.18854690665046,,b200_rank_capacity,,,,,,
v4_main_text_r64_step000100,5,2329.540979003906,26.593121337890626,17.206716008083262,0.6982905346752752,53.97581481933594,31.474206134505334,83.97340965270996,0.3702602868860253,0.9906347214310787,0.7242437394087957,0.720218771236657,9.367441844940185,9.377374982833862,0.59933971669455,1.078982166286046,v4_main_text_r64,100,89.73262076401485,,b200_rank_capacity,,,,,,
v4_main_text_r64_step000250,5,2304.392608642578,26.528526306152344,17.232313901592637,0.7008973760803354,53.84172325134277,31.4846605005262,81.41376209259033,0.3613544104138843,0.9921715875169053,0.7181656522181614,0.7136089488534665,9.312615156173706,9.312428760528565,0.6110721034758085,1.083398172762236,v4_main_text_r64,250,86.07182779255643,,b200_rank_capacity,,,,,,
v4_main_text_r64_step000500,5,2327.2031646728515,26.579171466827393,17.223591925506565,0.6985574858970276,53.86835556030273,31.481885992362102,82.48863735198975,0.36274262874038055,0.9819059222642922,0.7201702438042187,0.7154716004865678,9.336830663681031,9.337131643295288,0.6033406170784283,1.0785789580924956,v4_main_text_r64,500,86.73067661527864,,b200_rank_capacity,,,,,,
v4_main_text_r64_step000750,5,2311.661309814453,26.45770969390869,17.249313141493758,0.6997994319649232,53.870565795898436,31.483913534621458,82.39177074432374,0.3628362565156598,0.9768278407308782,0.7187557440433961,0.7134209512295298,9.337003946304321,9.341776180267335,0.6057378822451058,1.080701537983369,v4_main_text_r64,750,86.75147352378991,,b200_rank_capacity,,,,,,
v4_main_text_r64_step001000,5,2315.8420806884765,26.46949758529663,17.246338287157148,0.6998907735144712,53.88289527893066,31.48162610802865,81.44764194488525,0.35942019756356547,0.9754178358391465,0.7156886481866236,0.7110463218268583,9.31544771194458,9.317477416992187,0.6157321016917697,1.0787984134907265,v4_main_text_r64,1000,85.52082227950447,,b200_rank_capacity,,,,,,
v4_main_text_r64_step001500,5,2312.51682434082,26.448755264282227,17.255424942316147,0.7000169011766075,53.838172912597656,31.486410774777006,82.10054798126221,0.36278305986114245,0.9791848840245528,0.7150863354767542,0.709673317313466,9.31596245765686,9.31759433746338,0.6248977476715687,1.0802370419382135,v4_main_text_r64,1500,85.33231549970978,,b200_rank_capacity,,,,,,
v4_main_text_r64_step002000,5,2310.52614440918,26.41450490951538,17.258395482699903,0.7001974669589751,53.882198333740234,31.480442457891126,81.60838432312012,0.3604600938894925,0.9781764854169033,0.7145959251783998,0.7098478363549351,9.322694110870362,9.329414319992065,0.6127422529925293,1.0805841351313759,v4_main_text_r64,2000,87.13420219900155,,b200_rank_capacity,,,,,,
v4_main_text_r64_step002500,5,2316.293176269531,26.462147903442382,17.25844259744101,0.6998982441653596,53.872954559326175,31.48169601021379,82.09291515350341,0.36160291704446756,0.9749679230331341,0.7175182118009257,0.7123827105782866,9.33163628578186,9.333501529693603,0.609103332652954,1.0808995974133904,v4_main_text_r64,2500,87.48757898211323,,b200_rank_capacity,,,,,,
v4_main_text_r64_step003000,5,2310.6134399414063,26.423899459838868,17.25516459832538,0.7002458094924972,53.85183448791504,31.48449353854848,81.43125915527344,0.35948241111242907,0.9833872962420507,0.7105868031015701,0.7050945075251386,9.279156303405761,9.277611207962035,0.6152707242606532,1.0830763629304252,v4_main_text_r64,3000,83.74867444093348,,b200_rank_capacity,,,,,,
v4_main_text_r64_step004000,5,2298.1985443115236,26.407656764984132,17.269480694639473,0.701260041019034,53.8798023223877,31.48098509430419,80.28416919708252,0.3562000350255121,0.9832046619430189,0.7113062301944867,0.7064596914111548,9.275077438354492,9.270431184768677,0.6254254717696096,1.0847893861322029,v4_main_text_r64,4000,83.2690607414323,,b200_rank_capacity,,,,,,
v4_main_text_r64_step005000,5,2313.5104583740235,26.451688289642334,17.25881261037185,0.700496064276571,53.797644805908206,31.490095959736756,80.6832872390747,0.3564637998958506,0.9809419868379609,0.7110373785027301,0.7065826464735443,9.274177646636963,9.277816677093506,0.6296026380616664,1.0824623460141323,v4_main_text_r64,5000,86.40078003620934,,b200_rank_capacity,,,,,,
v4_main_text_r64_step006000,5,2310.536990356445,26.42344799041748,17.26906600030943,0.7007820415925362,53.85397720336914,31.484703340555797,81.4083402633667,0.3589884796093818,0.9773276722045573,0.7104886408536958,0.7050903484021042,9.273982572555543,9.272347021102906,0.6169355226932336,1.0827855903125319,v4_main_text_r64,6000,86.98461988855655,,b200_rank_capacity,,,,,,
v4_main_text_r64_step007000,5,2307.5380615234376,26.40369939804077,17.26642491193042,0.7004574504697584,53.89448432922363,31.478894017674786,81.30469398498535,0.35978321700257726,0.9757697161563705,0.714006243461254,0.7090265295940448,9.306057548522949,9.306789875030518,0.6135582424318031,1.0808173186693364,v4_main_text_r64,7000,87.41164449128979,,b200_rank_capacity,,,,,,
v4_main_text_r64_step007992,5,2313.454751586914,26.445338249206543,17.256054018145996,0.7000470165189142,53.817525482177736,31.48649157620225,81.4103178024292,0.35952302252435336,0.9777694305464915,0.7135756521131239,0.7083751791579072,9.298196601867676,9.298113012313843,0.6247072251046025,1.0807933644523202,v4_main_text_r64,7992,85.6024938001477,,b200_rank_capacity,,,,,,
v4_actionstrong_text_step000000,5,2389.8572662353517,27.156135845184327,17.150619840918097,0.7010005761795154,54.01211090087891,31.475003912401217,87.22372016906738,0.3876381837887375,0.9879431345291201,0.7224303205935361,0.7168768053408876,9.350742101669312,9.328702545166015,0.710586207595222,1.0665259484688143,v4_actionstrong_text,0,75.58449437551303,,final_h100_v4,,,,,,
v4_actionstrong_text_step000100,5,2388.5065643310545,27.162303256988526,17.139357873277447,0.7004987848978625,53.87080612182617,31.4872866528488,87.87283210754394,0.39068055267197954,0.9871907740662349,0.72470289927223,0.7186974621441138,9.360257768630982,9.338411664962768,0.708340445461664,1.0663017473114542,v4_actionstrong_text,100,76.3217356941766,,final_h100_v4,,,,,,
v4_actionstrong_text_step000250,5,2385.0878662109376,27.156301498413086,17.1655777276046,0.7014872715177479,53.93652420043945,31.48249899883067,86.17981185913087,0.3822309023606974,0.9771910259502571,0.7197149730654949,0.7144280965188855,9.329607915878295,9.308102178573609,0.7053634132435036,1.0639214129848509,v4_actionstrong_text,250,77.58145258157231,,final_h100_v4,,,,,,
v4_actionstrong_text_step000500,5,2375.3659057617188,27.11668634414673,17.240862205735276,0.7043305889226612,53.82333564758301,31.489998649463836,77.74134731292725,0.3480177914103917,0.9239262431865253,0.6960048970085545,0.6898900729341305,9.204353189468383,9.178156328201293,0.714130601222126,1.06309004724399,v4_actionstrong_text,500,76.28461905339148,,final_h100_v4,,,,,,
v4_actionstrong_text_step000750,5,2341.6441009521486,26.909282970428468,17.3358221420345,0.7069550986193642,53.764513397216795,31.493325663635243,73.20773963928222,0.3265915030301746,0.8843599320921142,0.6780601726450616,0.6723332418307886,9.126447200775146,9.09830117225647,0.727834014974841,1.0637567751221297,v4_actionstrong_text,750,76.79313638139345,,final_h100_v4,,,,,,
v4_actionstrong_text_step001000,5,2325.422805786133,26.851558017730714,17.39771123642114,0.7088294951394041,53.821149063110354,31.494469268290494,66.84908103942871,0.3020494099452038,0.8386880406665818,0.6561429009482724,0.6504923668881565,9.017920064926148,8.986894607543945,0.7066363628532392,1.063407251381137,v4_actionstrong_text,1000,73.92529136115704,,final_h100_v4,,,,,,
v4_actionstrong_text_step001500,5,2303.8652221679686,26.622558975219725,17.522781405330402,0.7119464032278509,53.785604095458986,31.494769049739187,62.614275741577146,0.2834162899406433,0.8027549072529124,0.6424411010797799,0.6370072856953752,8.957597589492797,8.934300184249878,0.6911966626328848,1.065656157266194,v4_actionstrong_text,1500,77.61345676102161,,final_h100_v4,,,,,,
v4_actionstrong_text_step002000,5,2256.0543670654297,26.238008308410645,17.600770419087738,0.7140932612773557,53.81023750305176,31.496348842861984,59.72658710479736,0.2728597061477548,0.7904119279544912,0.6410349388573606,0.6357426795333855,8.920893001556397,8.901926279067993,0.6885710345611601,1.0768774219119108,v4_actionstrong_text,2000,76.05808226541515,,final_h100_v4,,,,,,
v4_actionstrong_text_step002500,5,2217.188928222656,25.94374008178711,17.724136158359933,0.7177122156571737,53.94822311401367,31.490498627908398,57.93239116668701,0.2624358966975999,0.7618209688207803,0.6226102819684177,0.6178594290810172,8.854318571090698,8.838153266906739,0.6440055597417708,1.0786586067858035,v4_actionstrong_text,2500,74.95073490233008,,final_h100_v4,,,,,,
v4_actionstrong_text_step003000,5,2205.3056640625,25.83780403137207,17.727885446677355,0.7182295198067477,53.663120651245116,31.502003663539824,57.96377162933349,0.2655447920336757,0.7667166990588454,0.6318266930438432,0.6270889043529129,8.894806432724,8.87283353805542,0.704504548145254,1.0846764732638867,v4_actionstrong_text,3000,77.58154438276682,,final_h100_v4,,,,,,
v4_actionstrong_text_step004000,5,2155.7846740722657,25.42688102722168,17.826100508265462,0.7209502322995033,53.68410873413086,31.50244486280248,54.907810020446775,0.25002802364749305,0.7406914564686274,0.6169681987518731,0.6123255059263348,8.809299898147582,8.788279294967651,0.6712991382561098,1.091312642392394,v4_actionstrong_text,4000,78.4371670788644,,final_h100_v4,,,,,,
v4_actionstrong_text_step005000,5,2208.1008117675783,25.911593627929687,17.734452786057954,0.718729812885553,53.7581298828125,31.500270799873995,55.27454252243042,0.2527459544628287,0.7659861324284369,0.6320156679911191,0.6269621803083971,8.894094753265382,8.872077941894531,0.6807880245071113,1.0907758659804077,v4_actionstrong_text,5000,76.14953815399949,,final_h100_v4,,,,,,
v4_actionstrong_text_step006000,5,2194.377976989746,25.653481101989748,17.77951705380385,0.7194754434250779,53.621411895751955,31.50579622788576,54.01190443038941,0.2478323609678132,0.7539561558429677,0.6248077124130116,0.6204985937459858,8.873617887496948,8.851150131225586,0.6946822065661239,1.0919768270697885,v4_actionstrong_text,6000,76.78703759766657,,final_h100_v4,,,,,,
v4_actionstrong_text_step007000,5,2194.424835205078,25.660024166107178,17.828450462563495,0.7208459113821991,53.644029998779295,31.501569447737648,51.80956678390503,0.23810567135022764,0.7313748950893194,0.6236047690378985,0.6186582052332663,8.858524990081786,8.846291255950927,0.7145330318467481,1.0973801616771226,v4_actionstrong_text,7000,78.23484021663495,,final_h100_v4,,,,,,
v4_actionstrong_text_step007992,5,2178.7205032348634,25.546752452850342,17.857128473335898,0.721733403627045,53.68380584716797,31.500794465956282,51.162359428405765,0.23546918341351666,0.7303195597984,0.6212469976448114,0.6172085751923496,8.851558828353882,8.838870573043824,0.6744426120685458,1.0971385524376775,v4_actionstrong_text,7992,77.61281262484673,,final_h100_v4,,,,,,
v4_conservative_notext_step000000,5,2645.783889770508,28.714097213745116,16.810930679667667,0.6319864888181467,53.79278755187988,31.47767395127109,68.37227478027344,0.30992147510890217,0.8912099719321528,0.738037949251012,0.7323990047188482,9.789863395690919,9.77981333732605,0.6806670938170196,0.9978510617527778,v4_conservative_notext,0,88.53478401981323,,final_h100_v4,,,,,,
v4_conservative_notext_step000100,5,2643.6304443359377,28.71824197769165,16.818255619209364,0.6322652532043629,53.820217514038085,31.474640333933756,68.64057579040528,0.31058194744378526,0.8944631043580831,0.7404417390954328,0.734145918681711,9.798389339447022,9.786776208877564,0.6885985139206732,0.9986450795057612,v4_conservative_notext,100,87.014989687748,,final_h100_v4,,,,,,
v4_conservative_notext_step000250,5,2635.3332275390626,28.65349292755127,16.809891883032844,0.6310750705984784,53.734618759155275,31.482996345146898,67.3609748840332,0.30515759469395326,0.8826668990583052,0.733744689152863,0.7279712804635875,9.752061986923218,9.743850469589233,0.6987900769567773,0.9952834428648891,v4_conservative_notext,250,85.64580323605108,,final_h100_v4,,,,,,
v4_conservative_notext_step000500,5,2607.2507049560545,28.32722101211548,16.887411230411097,0.6363753147987987,53.59840774536133,31.49391652929021,61.24548330307007,0.28010279424983076,0.8423744361706911,0.701837220993715,0.6970363231291354,9.483229064941407,9.47613525390625,0.7202634341506537,0.9911627630397438,v4_conservative_notext,500,89.6328100977176,,final_h100_v4,,,,,,
v4_conservative_notext_step000750,5,2544.3277282714844,27.934512424468995,16.97639522341622,0.6404104672052503,53.58658103942871,31.499161568498323,57.62367610931396,0.26677160409332046,0.8175460869434247,0.682478852002387,0.6777630462728157,9.320701313018798,9.312108755111694,0.717096767645525,0.9942920081163225,v4_conservative_notext,750,92.83542859141372,,final_h100_v4,,,,,,
v4_conservative_notext_step001000,5,2520.0342498779296,27.732437324523925,17.04404108719782,0.6433767375017465,53.54933891296387,31.50231497816792,53.58968391418457,0.24881774362321152,0.7833829499057694,0.6676403552023665,0.6615691394999407,9.219782829284668,9.204701471328736,0.70673543124372,0.9909311120679837,v4_conservative_notext,1000,87.13624273379273,,final_h100_v4,,,,,,
v4_conservative_notext_step001500,5,2511.0310089111326,27.769163799285888,17.101808765347037,0.6455919360604552,53.55633316040039,31.500971201947834,49.997248363494876,0.23106275102954904,0.7368030416896729,0.6416813870480919,0.6362261606711828,9.102086448669434,9.083113813400269,0.6633606493669,0.984266393926964,v4_conservative_notext,1500,82.92025462766819,,final_h100_v4,,,,,,
v4_conservative_notext_step002000,5,2433.6888916015623,27.188468551635744,17.233612782635937,0.6499380385111811,53.44313621520996,31.51459149011838,45.24670381546021,0.21274721601718133,0.7026179629099879,0.6300933298291143,0.6248972374563267,8.983851957321168,8.97215976715088,0.6878061794380456,0.9886919170072431,v4_conservative_notext,2000,81.87794765530339,,final_h100_v4,,,,,,
v4_conservative_notext_step002500,5,2386.983493041992,26.83520574569702,17.354484362488602,0.6543135596198227,53.547953033447264,31.50274530898134,42.63826236724854,0.2021834744285564,0.6653315538325424,0.6105921122223246,0.6052390237394023,8.869742107391357,8.852715492248535,0.6383039941508003,0.9918972542602134,v4_conservative_notext,2500,87.17607829859801,,final_h100_v4,,,,,,
v4_conservative_notext_step003000,5,2381.943344116211,26.861808109283448,17.337954804949234,0.6560020770969122,53.42548294067383,31.51119105840538,43.54405164718628,0.20555077000248198,0.6755080678265492,0.6134638480748873,0.6092271610668953,8.880250358581543,8.875436687469483,0.671397374588898,0.9920278628794748,v4_conservative_notext,3000,88.25353430994923,,final_h100_v4,,,,,,
v4_conservative_notext_step004000,5,2328.27135925293,26.46895055770874,17.490493128928478,0.6626828508524112,53.42878379821777,31.50833721272959,44.81094551086426,0.21013281710909465,0.6771222367580778,0.6115782362388079,0.6067071495259551,8.851424980163575,8.8382417678833,0.6622938286637179,1.0119667043942835,v4_conservative_notext,4000,88.42576281214636,,final_h100_v4,,,,,,
v4_conservative_notext_step005000,5,2326.885418701172,26.51097011566162,17.43205860721286,0.6613507724307992,53.4167896270752,31.508755243045677,42.389380264282224,0.2003940184228683,0.6792866491569276,0.6123276866844785,0.6073713419329734,8.849946546554566,8.84205493927002,0.6700719251133445,1.010971702851295,v4_conservative_notext,5000,87.00408794219234,,final_h100_v4,,,,,,
v4_conservative_notext_step006000,5,2307.436636352539,26.291886615753175,17.482688107884293,0.6637950006262192,53.32283401489258,31.519371267701224,41.900285148620604,0.19774039201916435,0.6686870644025044,0.6086372628840577,0.6032140862943466,8.828992891311646,8.814139652252198,0.6658106459993395,1.0134062599792513,v4_conservative_notext,6000,86.88443112011495,,final_h100_v4,,,,,,
v4_conservative_notext_step007000,5,2280.569201660156,26.154232501983643,17.500849819084998,0.664380953681158,53.289690780639646,31.51969011137468,38.709524631500244,0.18439372608276977,0.6490223645843824,0.5922554046460244,0.5866788053816423,8.763552522659301,8.745501470565795,0.6522741992886333,1.002714003794177,v4_conservative_notext,7000,91.31295911203057,,final_h100_v4,,,,,,
v4_conservative_notext_step007992,5,2257.4398803710938,25.998931694030762,17.486129183533688,0.6639972181157578,53.26747703552246,31.520607710904,40.22332735061646,0.18896589451265017,0.6536034973370646,0.5897552576763767,0.584556031236948,8.773007202148438,8.759504175186157,0.6487192787380337,1.0033166141325773,v4_conservative_notext,7992,87.92696372377381,,final_h100_v4,,,,,,
v4_conservative_text_step000000,5,2392.5292694091795,27.199395847320556,17.143855336847103,0.700643828217596,53.95761604309082,31.479057470956576,87.45442504882813,0.3884861373031295,0.9864010475143751,0.7235549204222924,0.7182214943414584,9.35657877922058,9.336888885498047,0.7112083207057116,1.0654262243836397,v4_conservative_text,0,76.52808287583466,,final_h100_v4,,,,,,
v4_conservative_text_step000100,5,2389.0909912109373,27.179290866851808,17.15001910272797,0.7005057357658248,53.902436065673825,31.48445793847162,88.22343196868897,0.39028182042000675,0.985591896215734,0.7228105015297162,0.7168298925700505,9.351874017715454,9.3275550365448,0.7143201317372574,1.0647282803828533,v4_conservative_text,100,75.82428901571302,,final_h100_v4,,,,,,
v4_conservative_text_step000250,5,2388.5632385253907,27.15116596221924,17.150379369421426,0.7007463108737525,53.965966796875,31.481179577544186,87.8636085510254,0.38891965662281425,0.9888052280832813,0.7222769285644809,0.7169779062980334,9.356752252578735,9.331827306747437,0.7116240379671289,1.0648877020841188,v4_conservative_text,250,74.89768107655286,,final_h100_v4,,,,,,
v4_conservative_text_step000500,5,2392.5693634033205,27.18851308822632,17.1374726403077,0.7004895971792622,53.94506950378418,31.482025004515027,87.43160552978516,0.38927335728852636,0.988812945948969,0.7263909170181303,0.7206963626541594,9.369469499588012,9.34830150604248,0.7057365974183407,1.066783018734957,v4_conservative_text,500,78.67783590648051,,final_h100_v4,,,,,,
v4_conservative_text_step000750,5,2392.331674194336,27.170523357391357,17.144291634025038,0.7006395766183786,53.92216911315918,31.484812029261757,87.92462825775146,0.38967161348786516,0.98489715860064,0.7237845861889084,0.7177773223849382,9.356906127929687,9.332982587814332,0.7214719309959576,1.0656972223290917,v4_conservative_text,750,76.14369276299354,,final_h100_v4,,,,,,
v4_conservative_text_step001000,5,2392.7020263671875,27.185626125335695,17.140578604192676,0.7003574257450726,53.91062965393066,31.483420391841747,87.58549880981445,0.38908274529317305,0.9885133446910398,0.7232522492652661,0.7165129329562501,9.353289985656739,9.328735113143921,0.7152976443574819,1.0657424447568309,v4_conservative_text,1000,77.2542503783157,,final_h100_v4,,,,,,
v4_conservative_text_step001500,5,2393.6417236328125,27.18734474182129,17.140140520939692,0.7001804953719304,53.93724098205566,31.481185197950374,87.58230648040771,0.3892831206715754,0.9906673497058346,0.7230491506196078,0.7170973357200484,9.355569458007812,9.335244607925414,0.7081575084617163,1.0641901803499723,v4_conservative_text,1500,74.60080276592078,,final_h100_v4,,,,,,
v4_conservative_text_step002000,5,2391.0655151367187,27.163192081451417,17.14469459612669,0.700636840861469,53.950631332397464,31.48026250032092,87.42210063934326,0.38742002527066427,0.9894101551368131,0.7240754245165982,0.7184578401775505,9.35951247215271,9.335461139678955,0.7079745590408951,1.0658010955777422,v4_conservative_text,2000,77.0730244519122,,final_h100_v4,,,,,,
v4_conservative_text_step002500,5,2390.032211303711,27.18466672897339,17.155813678943577,0.7009075890379277,53.9132682800293,31.483619405733123,87.53872318267823,0.38924164858803006,0.9844862746861821,0.723176905322774,0.7176880594666872,9.35280122756958,9.331182146072388,0.714407028949112,1.0672093886009049,v4_conservative_text,2500,76.62848444886706,,final_h100_v4,,,,,,
v4_conservative_text_step003000,5,2385.7633270263673,27.13250389099121,17.148024692401485,0.7013349397001846,53.9197078704834,31.484061981945064,87.47745552062989,0.3887465948825703,0.9881265001553234,0.7223789855025347,0.7166375384835979,9.34547233581543,9.32416501045227,0.7116428772983434,1.0668253402962304,v4_conservative_text,3000,76.52865410530566,,final_h100_v4,,,,,,
v4_conservative_text_step004000,5,2385.47878112793,27.140131378173827,17.15783879086275,0.7011280064282887,53.91407852172851,31.484473553793084,87.29283866882324,0.387292807039929,0.985379450191721,0.7221388083156048,0.7160905851289721,9.34556303024292,9.32262167930603,0.7023331369167287,1.065534278045329,v4_conservative_text,4000,75.44078033479823,,final_h100_v4,,,,,,
v4_conservative_text_step005000,5,2391.5685638427735,27.1834303855896,17.14307056692161,0.7006129388598505,53.935690307617186,31.482162951420072,87.75091381072998,0.3897550215402095,0.9894201204664819,0.7221207158905611,0.716656744883665,9.352279567718506,9.331543970108033,0.7100792488784909,1.0652714308966715,v4_conservative_text,5000,76.03864692920348,,final_h100_v4,,,,,,
v4_conservative_text_step006000,5,2389.008810424805,27.173469734191894,17.146173141007516,0.7007808615563571,53.93840713500977,31.479860168526947,88.22296485900878,0.39105917472201235,0.9875434686764702,0.7224305474386934,0.7160931029424619,9.356484317779541,9.330795574188233,0.7108562507467051,1.064152791126865,v4_conservative_text,6000,75.56625273668504,,final_h100_v4,,,,,,
v4_conservative_text_step007000,5,2386.8061920166015,27.15716552734375,17.1563908064576,0.7014509879169564,53.97585754394531,31.47983698739742,88.0313383102417,0.3900280005640023,0.9872429555615486,0.7232017498216096,0.7171587405649846,9.352484035491944,9.327338647842407,0.7011935739105695,1.0648595242203347,v4_conservative_text,7000,74.9758214484525,,final_h100_v4,,,,,,
